mssubclass,lotfrontage,lotarea,street,lotshape,utilities,landslope,overallqual,overallcond,yearbuilt,yearremod/add,masvnrarea,exterqual,extercond,bsmtqual,bsmtcond,bsmtexposure,bsmtfintype1,bsmtfinsf1,bsmtfintype2,bsmtfinsf2,bsmtunfsf,totalbsmtsf,heatingqc,centralair,1stflrsf,2ndflrsf,lowqualfinsf,grlivarea,bsmtfullbath,bsmthalfbath,fullbath,halfbath,bedroomabvgr,kitchenabvgr,kitchenqual,totrmsabvgrd,functional,fireplaces,fireplacequ,garageyrblt,garagefinish,garagecars,garagearea,garagequal,garagecond,paveddrive,wooddecksf,openporchsf,enclosedporch,3ssnporch,screenporch,poolarea,miscval,mosold,yrsold,saleprice,garagetype_2Types,garagetype_Attchd,garagetype_Basment,garagetype_BuiltIn,garagetype_CarPort,garagetype_Detchd,garagetype_NA,masvnrtype_BrkCmn,masvnrtype_BrkFace,masvnrtype_CBlock,masvnrtype_NA,masvnrtype_None,masvnrtype_Stone,mszoning_A (agr),mszoning_C (all),mszoning_FV,mszoning_I (all),mszoning_RH,mszoning_RL,mszoning_RM,heating_Floor,heating_GasA,heating_GasW,heating_Grav,heating_OthW,heating_Wall,landcontour_Bnk,landcontour_HLS,landcontour_Low,landcontour_Lvl,lotconfig_Corner,lotconfig_CulDSac,lotconfig_FR2,lotconfig_FR3,lotconfig_Inside,neighborhood_Blmngtn,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_GrnHill,neighborhood_IDOTRR,neighborhood_Landmrk,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,condition1_Artery,condition1_Feedr,condition1_Norm,condition1_PosA,condition1_PosN,condition1_RRAe,condition1_RRAn,condition1_RRNe,condition1_RRNn,condition2_Artery,condition2_Feedr,condition2_Norm,condition2_PosA,condition2_PosN,condition2_RRAe,condition2_RRAn,condition2_RRNn,bldgtype_1Fam,bldgtype_2fmCon,bldgtype_Duplex,bldgtype_Twnhs,bldgtype_TwnhsE,housestyle_1.5Fin,housestyle_1.5Unf,housestyle_1Story,housestyle_2.5Fin,housestyle_2.5Unf,housestyle_2Story,housestyle_SFoyer,housestyle_SLvl,roofstyle_Flat,roofstyle_Gable,roofstyle_Gambrel,roofstyle_Hip,roofstyle_Mansard,roofstyle_Shed,roofmatl_ClyTile,roofmatl_CompShg,roofmatl_Membran,roofmatl_Metal,roofmatl_Roll,roofmatl_Tar&Grv,roofmatl_WdShake,roofmatl_WdShngl,exterior1st_AsbShng,exterior1st_AsphShn,exterior1st_BrkComm,exterior1st_BrkFace,exterior1st_CBlock,exterior1st_CemntBd,exterior1st_HdBoard,exterior1st_ImStucc,exterior1st_MetalSd,exterior1st_Plywood,exterior1st_PreCast,exterior1st_Stone,exterior1st_Stucco,exterior1st_VinylSd,exterior1st_Wd Sdng,exterior1st_WdShing,exterior2nd_AsbShng,exterior2nd_AsphShn,exterior2nd_Brk Cmn,exterior2nd_BrkFace,exterior2nd_CBlock,exterior2nd_CmentBd,exterior2nd_HdBoard,exterior2nd_ImStucc,exterior2nd_MetalSd,exterior2nd_Other,exterior2nd_Plywood,exterior2nd_PreCast,exterior2nd_Stone,exterior2nd_Stucco,exterior2nd_VinylSd,exterior2nd_Wd Sdng,exterior2nd_Wd Shng,foundation_BrkTil,foundation_CBlock,foundation_PConc,foundation_Slab,foundation_Stone,foundation_Wood,electrical_FuseA,electrical_FuseF,electrical_FuseP,electrical_Mix,electrical_SBrkr,electrical_nan,saletype_COD,saletype_CWD,saletype_Con,saletype_ConLD,saletype_ConLI,saletype_ConLw,saletype_New,saletype_Oth,saletype_VWD,saletype_WD 
90,69.0552,7939,2.0,4.0,4.0,3.0,7,5,2000,2000,23.0,3.0,3.0,5.0,3.0,1.0,6.0,820.0,1.0,0.0,348.0,1168.0,5.0,1.0,1168,1619,0,2787,2.0,0.0,4,2,6,2,3.0,8,7.0,2,3.0,2000.0,3.0,4.0,820.0,3.0,3.0,2.0,312,0,0,0,0,0,0,10,2009,269500,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
60,69.0552,7750,2.0,4.0,4.0,3.0,7,5,2002,2002,99.69590931493346,4.0,3.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,707.0,707.0,5.0,1.0,707,707,0,1414,0.0,0.0,2,1,3,1,4.0,6,7.0,1,4.0,2002.0,3.0,2.0,403.0,3.0,3.0,2.0,100,35,0,0,0,0,0,4,2008,176000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
80,85.0,9350,2.0,4.0,4.0,3.0,6,7,1964,1991,108.0,3.0,3.0,4.0,3.0,4.0,2.0,270.0,5.0,580.0,452.0,1302.0,5.0,1.0,1302,0,0,1302,0.0,1.0,2,0,3,1,4.0,7,6.0,0,0.0,1964.0,2.0,1.0,309.0,3.0,3.0,2.0,333,0,0,0,0,0,0,10,2007,158000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
80,69.0552,7750,2.0,4.0,4.0,3.0,8,5,2002,2002,0.0,4.0,3.0,4.0,3.0,1.0,6.0,353.0,1.0,0.0,55.0,408.0,5.0,1.0,779,640,0,1419,1.0,0.0,2,1,3,1,4.0,7,7.0,1,3.0,2002.0,3.0,2.0,527.0,3.0,3.0,2.0,120,0,0,0,0,0,0,3,2009,184100,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20,128.0,13001,2.0,3.0,4.0,3.0,6,5,1971,1971,176.0,3.0,3.0,3.0,3.0,2.0,5.0,492.0,4.0,121.0,1012.0,1625.0,3.0,1.0,1220,0,0,1220,0.0,1.0,2,0,2,1,3.0,6,7.0,1,3.0,1971.0,1.0,2.0,944.0,3.0,3.0,2.0,0,0,249,0,0,0,0,9,2007,170000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
80,69.0552,13607,2.0,3.0,4.0,3.0,6,6,1986,1986,242.0,3.0,4.0,3.0,3.0,1.0,5.0,454.0,1.0,0.0,118.0,572.0,4.0,1.0,1182,800,0,1982,1.0,0.0,2,1,3,1,3.0,6,7.0,1,3.0,1986.0,3.0,2.0,501.0,3.0,3.0,2.0,400,112,0,0,0,0,1500,4,2009,208000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
120,69.0552,4435,2.0,4.0,4.0,3.0,6,5,2003,2003,170.0,4.0,3.0,4.0,3.0,3.0,6.0,685.0,1.0,0.0,163.0,848.0,5.0,1.0,848,0,0,848,1.0,0.0,1,0,1,1,4.0,4,7.0,0,0.0,2003.0,3.0,2.0,420.0,3.0,3.0,2.0,140,0,0,0,0,0,0,5,2009,140000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
120,44.0,3843,2.0,3.0,4.0,2.0,8,5,2007,2008,174.0,5.0,3.0,5.0,3.0,4.0,6.0,1476.0,1.0,0.0,120.0,1596.0,5.0,1.0,1648,0,0,1648,1.0,1.0,2,0,2,1,5.0,5,7.0,1,4.0,2007.0,3.0,2.0,482.0,3.0,3.0,2.0,162,53,0,153,0,0,0,6,2009,230000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
120,65.0,5950,2.0,3.0,4.0,2.0,8,5,1989,1989,0.0,4.0,3.0,4.0,3.0,4.0,6.0,319.0,1.0,0.0,1018.0,1337.0,4.0,1.0,1337,0,0,1337,1.0,0.0,2,0,2,1,4.0,5,7.0,1,3.0,1989.0,2.0,2.0,462.0,3.0,3.0,2.0,0,73,154,0,0,0,0,4,2008,188500,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
50,80.0,12400,2.0,4.0,4.0,2.0,5,6,1940,1950,0.0,3.0,3.0,4.0,3.0,2.0,4.0,602.0,1.0,0.0,299.0,901.0,3.0,1.0,1125,592,0,1717,0.0,0.0,1,1,2,1,3.0,7,7.0,1,4.0,1940.0,1.0,1.0,410.0,3.0,3.0,2.0,0,0,0,0,113,0,0,2,2006,194000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20,75.0,10425,2.0,4.0,4.0,3.0,5,5,1956,1958,0.0,3.0,3.0,3.0,3.0,1.0,3.0,774.0,1.0,0.0,330.0,1104.0,4.0,1.0,1104,0,0,1104,1.0,0.0,1,0,3,1,3.0,5,7.0,0,0.0,1956.0,2.0,1.0,384.0,3.0,3.0,2.0,0,0,0,0,0,0,0,4,2008,133000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20,69.0552,16269,2.0,3.0,4.0,3.0,5,5,1978,1978,76.0,3.0,3.0,4.0,3.0,3.0,6.0,625.0,1.0,0.0,282.0,907.0,3.0,1.0,907,0,0,907,0.0,0.0,1,0,3,1,3.0,5,7.0,0,0.0,1978.0,1.0,1.0,343.0,3.0,3.0,2.0,72,0,0,0,0,0,0,7,2009,140000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
60,68.0,8998,2.0,3.0,4.0,3.0,7,5,2000,2000,120.0,4.0,3.0,4.0,3.0,2.0,6.0,527.0,1.0,0.0,255.0,782.0,5.0,1.0,782,870,0,1652,0.0,0.0,2,1,3,1,4.0,6,7.0,0,0.0,2000.0,2.0,2.0,532.0,3.0,3.0,2.0,0,70,0,0,0,0,0,6,2008,207500,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
60,80.0,10400,2.0,4.0,4.0,3.0,6,7,1967,1997,256.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,932.0,932.0,4.0,1.0,1271,1369,0,2640,0.0,0.0,2,1,5,1,4.0,8,7.0,1,3.0,1967.0,2.0,2.0,515.0,3.0,3.0,2.0,0,120,0,0,168,0,0,5,2009,256900,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
50,60.0,10134,2.0,4.0,4.0,3.0,5,6,1940,1950,0.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,735.0,735.0,4.0,1.0,735,299,0,1034,0.0,0.0,1,0,2,1,3.0,5,7.0,0,0.0,1940.0,1.0,1.0,240.0,3.0,3.0,2.0,0,39,0,0,0,0,0,7,2007,109000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,64.0,7007,2.0,4.0,4.0,3.0,5,5,1979,1979,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1513,0,0,1513,0.0,0.0,2,0,4,2,3.0,8,7.0,0,0.0,1979.0,1.0,2.0,400.0,3.0,3.0,2.0,0,0,0,0,0,0,0,6,2009,113722,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20,78.0,11645,2.0,4.0,4.0,3.0,8,5,2005,2006,76.0,4.0,3.0,5.0,3.0,4.0,6.0,24.0,1.0,0.0,1474.0,1498.0,5.0,1.0,1498,0,0,1498,0.0,0.0,2,0,3,1,4.0,7,7.0,1,4.0,2005.0,3.0,3.0,844.0,3.0,3.0,2.0,144,98,0,0,0,0,0,3,2009,237000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20,60.0,8250,2.0,4.0,4.0,3.0,5,7,1963,1963,0.0,3.0,3.0,3.0,3.0,1.0,5.0,288.0,1.0,0.0,765.0,1053.0,4.0,1.0,1053,0,0,1053,1.0,0.0,1,0,3,1,4.0,6,7.0,0,0.0,1994.0,2.0,2.0,692.0,3.0,3.0,2.0,240,0,0,0,109,0,0,7,2007,142100,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20,69.0552,11027,2.0,3.0,4.0,3.0,6,5,1954,1954,28.0,3.0,3.0,3.0,3.0,1.0,4.0,468.0,3.0,539.0,171.0,1178.0,4.0,1.0,1293,0,0,1293,1.0,0.0,2,0,2,1,3.0,5,7.0,0,0.0,1954.0,2.0,2.0,452.0,3.0,3.0,2.0,280,0,0,0,0,0,0,5,2006,149900,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20,95.0,12350,2.0,4.0,4.0,3.0,9,5,2008,2008,450.0,5.0,3.0,5.0,3.0,3.0,6.0,1232.0,1.0,0.0,788.0,2020.0,5.0,1.0,2020,0,0,2020,1.0,0.0,2,0,3,1,5.0,7,7.0,1,4.0,2008.0,2.0,3.0,896.0,3.0,3.0,2.0,192,98,0,0,0,0,0,5,2009,404000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
60,69.0552,18275,2.0,3.0,4.0,3.0,7,8,1962,1998,0.0,3.0,3.0,3.0,3.0,4.0,5.0,636.0,1.0,0.0,802.0,1438.0,3.0,1.0,1900,548,0,2448,1.0,0.0,3,0,3,1,3.0,9,7.0,2,4.0,1962.0,2.0,2.0,441.0,3.0,3.0,2.0,520,102,0,0,0,0,0,9,2006,277500,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
60,77.0,9206,2.0,4.0,4.0,3.0,6,5,1985,1985,336.0,4.0,3.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,741.0,741.0,3.0,1.0,977,755,0,1732,0.0,0.0,2,1,3,1,4.0,7,7.0,1,3.0,1985.0,3.0,2.0,476.0,3.0,3.0,2.0,192,46,0,0,0,0,0,6,2010,178000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
120,48.0,6240,2.0,4.0,4.0,3.0,8,5,2006,2006,176.0,4.0,3.0,4.0,3.0,1.0,6.0,863.0,1.0,0.0,461.0,1324.0,5.0,1.0,1324,0,0,1324,1.0,0.0,2,0,2,1,4.0,6,7.0,1,4.0,2006.0,3.0,2.0,550.0,3.0,3.0,2.0,192,38,0,0,0,0,0,12,2009,254000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
